Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019
,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh
01,1. Lợi nhuận trước thuế,,5.911.174.781.928,4.655.311.733.199
01,2. Điều chỉnh cho các khoản,,290.437.728.974,1.117.891.268.563
02,- Khấu hao tài sản cố định,,2.066.517.154.614,1.814.118.881.953
03,- Các khoản dự phòng,,(55.070.293.768),90.642.539.503
04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,9.816.772.191,1.505.151.538
05,- Lãi lỗ từ hoạt động đầu tư,,(2.456.955.736.965),(1.466.763.195.362)
06,- Chi phí lãi vay,,726.129.832.902,661.091.404.583
07,- Các khoản điều chỉnh khác,,-,17.296.486.348
08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,6.201.612.510.902,5.773.203.001.762
09,"- Tăng, giảm các khoản phải thu",,(29.011.316.923),747.971.449.605
10,"- Tăng, giảm hàng tồn kho",,1.479.634.682.913,(230.954.610.063)
11,"- Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,397.075.596.488,1.571.022.559.093
12,"- Tăng, giảm chi phí trả trước",,(1.421.343.423.759),(67.249.595.021)
13,"- Tăng, giảm chứng khoán kinh doanh",,5.595.788.599,5.083.244.000
14,- Tiền lãi vay đã trả,,(619.911.849.073),(709.055.078.768)
15,- Thuế thu nhập doanh nghiệp đã nộp,,(1.061.985.606.744),(884.297.641.665)
16,- Tiền thu khác từ hoạt động kinh doanh,,845.318.829.399,38.999.929.568
17,- Tiền chi khác cho hoạt động kinh doanh,,(6.649.087.218.542),(2.493.262.616.544)
20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(852.102.006.740),3.751.460.641.967
,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư
21,"1. Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(859.279.039.585),(864.756.814.971)
22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,253.511.744.436,401.772.234.992
23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.695.607.715.313),(2.531.154.566.014)
24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ đơn vị khác",,1.803.819.580.252,1.969.059.986.470
25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(45.774.781.904),(55.504.922.017)
26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,39.667.602.318,44.974.391.821
27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,653.232.279.208,733.076.931.537
30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(850.430.330.588),(302.532.758.182)
