,CHỈ TIÊU,Mã số,Năm nay,Năm trước
III.,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH
1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,309.005.000.000,208.123.667.750
2.,Tiền thu từ đi vay,33,22.283.873.942.171,19.654.154.630.061
3.,Tiền trả nợ gốc vay,34,(19.090.281.982.512),(24.982.296.796.715)
4.,Tiền trả nợ gốc thuê tài chính,35,(59.842.945.814),(12.814.738.339)
5.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(792.745.967.837),(1.399.961.673.050)
5.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,2.650.008.046.008,(6.532.794.910.293)
5.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,152.006.235.407,(1.748.173.288.403)
5.,Tiền và tương đương tiền đầu năm,60,3.156.250.619.707,4.906.107.815.875
5.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,61,4.404.990.545,(1.683.907.765)
5.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,3.312.661.845.659,3.156.250.619.707
