Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại)
,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:,,13.769.352,12.755.518
02,"Khấu hao tài sản cố định hữu hình và bất động sản đầu tư, hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)",,17.605.842,21.284.073
03,Các khoản dự phòng,,6.442.431,3.325.467
04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,2.523.845,1.847.813
05,Lãi từ hoạt động đầu tư,,(17.296.045),(35.207.028)
06,Chi phí lãi vay (bao gồm chi phí phát hành trong năm),31,17.245.871,10.758.322
08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,40.291.296,14.764.165
09,Tăng các khoản phải thu,,(50.508.784),(56.073.019)
10,Tăng hàng tồn kho,,(9.345.650),(47.051.573)
11,"Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,17.867.029,107.552.634
12,Giảm/(tăng) chi phí trả trước,,650.334,(2.538.613)
13,Giảm chứng khoán kinh doanh,,2.352.947,2.556.548
14,Tiền lãi vay đã trả,,(14.438.520),(9.901.728)
15,Thuế thu nhập doanh nghiệp đã nộp,,(6.880.320),(4.504.574)
20,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(20.011.668),4.803.840
,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(54.548.151),(75.160.452)
22,"Tiền thu do thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,5.774.148,3.323.256
23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(13.925.224),(5.398.167)
24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,12.921.899,11.158.782
25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(26.339.194),(11.636.655)
26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nằm giữ),,47.294.434,50.942.091
27,"Tiền thu lãi cho vay, lãi tiền gửi và cổ tức, lợi nhuận được chia",,1.836.680,5.812.574
30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(26.985.408),(20.958.571)
