Công ty mẹTập đoàn Đầu khí Việt Nam,1.198.020.679.923,2.387.845.437.216
Công ty liên kếtCông ty Cổ phần Kinh doanh Khí Miền Nam,1.751.769.599,2.181.371.912
Các bên liên quan khácCông ty Cổ phần Lộc hóa dầu Bình Sơn,645.017.043.429,847.409.271.143
Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam,1.330.438.389,-
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,286.541.907.537,126.596.550.682
Tổng Công ty Cổ phần Vận tải Dầu khí Liên doanh Việt - Nga Vietsovpetro,34.644.319.953,56.189.972.671
Tổng Công ty Cổ phần Vận tải Dầu khí Liên doanh Việt - Nga Vietsovpetro,98.827.884.160,138.521.387.442
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,3.236.776.645,3.236.776.645
Tổng Công ty Dầu Việt Nam - CTCP,2.623.531.211,2.584.273.891
Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,5.863.236.273,5.720.997.084
Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,6.850.289.367,-
Tổng Công ty Hóa chất và Dịch vụ Dầu Khí - CTCP,1.608.812.255,-
Tổng Công ty Thăm dò và Khai thác Dầu khí,,42.295.003.571
,2.286.316.688.741,3.612.581.042.257
