Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020
,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh
01,1. Lợi nhuận trước thuế,,6.212.769.218.890,5.911.174.781.928
01,2. Điều chỉnh cho các khoản,,1.817.050.813.094,290.437.728.974
02,- Khấu hao tài sản cố định,,2.303.518.160.158,2.066.517.154.614
03,- Các khoản dự phòng,,17.233.034.914,(55.070.293.768)
04,"- Lãi, lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,2.375.781.162,9.816.772.191
05,- Lãi lỗ từ hoạt động đầu tư,,(1.114.075.751.905),(2.456.955.736.965)
06,- Chi phí lãi vay,,607.999.588.765,726.129.832.902
08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,8.029.820.031.984,6.201.612.510.902
09,"- Tăng, giảm các khoản phải thu",,174.609.297.333,(29.011.316.923)
10,"- Tăng, giảm hàng tồn kho",,(1.438.785.663.332),1.479.634.682.913
11,"- Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,974.487.344.837,397.075.596.488
12,"- Tăng, giảm chi phí trả trước",,122.811.131.115,(1.421.343.423.759)
13,"- Tăng, giảm chứng khoán kinh doanh",,-,5.595.788.599
14,- Tiền lãi vay đã trả,,(240.475.146.962),(619.911.849.073)
15,- Thuế thu nhập doanh nghiệp đã nộp,,(1.180.392.952.138),(1.061.985.606.744)
16,- Tiền thu khác từ hoạt động kinh doanh,,881.017.870.951,845.318.829.399
17,- Tiền chi khác cho hoạt động kinh doanh,,(3.402.020.385.977),(6.649.087.218.542)
20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.921.071.527.811,(852.102.006.740)
,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư
21,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(865.428.496.691),(859.279.039.585)
22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,246.207.934.029,253.511.744.436
23,"3. Tiền chi cho vay, mua các công cụ nợ đơn vị khác",,(2.634.939.891.778),(2.695.607.715.313)
24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ đơn vị khác",,1.711.638.307.907,1.803.819.580.252
25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(43.326.401.314),(45.774.781.904)
26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,42.889.481.421,39.667.602.318
27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,611.567.649.798,653.232.279.208
30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(931.391.416.628),(850.430.330.588)
