03. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm 2022,Năm 2021
- Doanh thu thuần sản xuất và kinh doanh mũ cao su,18.109.365.223.336,17.732.633.156.070
- Doanh thu thuần sản xuất và kinh doanh các sản phẩm từ cao su,790.491.799.380,2.347.662.990.530
- Doanh thu thuần chế biến gỗ,3.930.385.935.333,3.594.606.691.735
"- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng",801.856.075.019,766.720.576.563
- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,48.918.148.087,52.174.135.415
"- Doanh thu thuần dịch vụ kinh doanh điện, nước",73.035.019.263,47.654.839.841
"- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn",783.157.072,480.000.000
- Doanh thu thuần từ kinh doanh điện năng,709.477.240.167,559.571.476.339
- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,961.631.014.413,1.088.089.134.655
Cộng,25.425.943.612.070,26.189.593.001.148
