Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023
(1),(2),(3),(4),(5)
1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,26.267.016.732.896,22.167.764.814.943
2,2. Các khoản giảm trừ doanh thu,VI.02,25.072.618.051,29.361.662.457
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,26.241.944.114.845,22.138.403.152.486
11,4. Giá vốn hàng bán,VI.04,19.276.896.067.715,17.175.504.672.774
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (10 - 11),,6.965.048.047.130,4.962.898.479.712
21,6. Doanh thu hoạt động tải chính,VI.05,957.207.763.983,1.114.792.596.285
22,7. Chi phí tải chính,VI.06,464.998.442.921,618.011.845.618
23,Trong đó: Chi phí lãi vay,,352.905.202.449,477.578.421.406
24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,161.885.146.836,(208.249.655.606)
25,9. Chi phí bán hàng,VI.08,554.280.177.352,591.451.294.471
26,10. Chi phí quản lý doanh nghiệp,VI.09,2.325.102.410.148,1.864.450.111.955
30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,4.739.759.927.528,2.795.528.168.347
31,12. Thu nhập khác,VI.10,1.378.217.343.266,1.654.215.097.847
32,13. Chi phí khác,VI.11,511.585.831.630,335.851.426.630
40,14. Lợi nhuận khác (31 - 32),,866.631.511.636,1.318.363.671.217
50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,5.606.391.439.164,4.113.891.839.564
51,16. Chi phí thuế TNDN hiện hành,VI.12,943.200.647.191,688.075.163.368
52,17. Chi phí thuế TNDN hoãn lại,VI.13,(163.475.234.978),52.955.013.507
60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,4.826.666.026.951,3.372.861.662.689
61,19. Lợi nhuận sau thuế của công ty mẹ,,3.988.716.618.482,2.623.175.190.293
62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,837.949.408.469,749.686.472.396
70,21. Lãi cơ bản trên cổ phiếu,VI.14,851,487
