Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023
,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh
01,1. Lợi nhuận trước thuế,,5.606.391.439.164,4.113.891.839.564
01,2. Điều chỉnh cho các khoản,,1.539.662.029.573,353.560.926.443
02,- Khấu hao tài sản cố định,,2.703.728.428.563,2.488.425.976.550
03,- Các khoản dự phòng,,69.045.896.917,(43.408.958.719)
04,"- Lãi, lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(27.096.219.994),46.957.442.844
05,- Lãi lỗ từ hoạt động đầu tư,,(1.558.921.278.362),(2.944.015.312.045)
06,- Chi phí lãi vay,,352.905.202.449,805.601.777.813
08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,7.146.053.468.737,4.467.452.766.007
09,"- Tăng, giảm các khoản phải thu",,(16.162.233.548),199.569.497.016
10,"- Tăng, giảm hàng tồn kho",,(985.786.557.745),842.676.980.101
11,"- Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,1.214.983.143.497,(693.546.845.913)
12,"- Tăng, giảm chi phí trả trước",,(2.574.992.566.751),32.224.000.910
14,- Tiến lãi vay đã trả,,(343.068.707.207),(457.590.930.686)
15,- Thuế thu nhập doanh nghiệp đã nộp,,(795.928.493.459),(621.751.502.843)
16,- Tiến thu khác từ hoạt động kinh doanh,,1.340.912.360.433,1.728.819.054.169
17,- Tiến chi khác cho hoạt động kinh doanh,,(4.552.018.855.492),(2.249.339.599.450)
20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,433.991.558.465,3.248.513.419.311
,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư
21,"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(596.299.774.505),(964.954.528.436)
22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,352.338.150.870,611.336.137.318
23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(2.160.763.241.581),(2.639.190.543.183)
24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ đơn vị khác",,1.439.382.494.042,1.538.729.973.579
25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(10.885.806.298),(12.303.056.383)
26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,1.219.256.472
27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,358.920.028.113,378.154.029.977
30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(617.308.149.359),(1.087.008.730.656)
