Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước
01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,135.225.101.298.992,119.234.184.825.086
02,2. Các khoản giảm trừ doanh thu,26.1,(883.948.450.190),(954.396.369.644)
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,134.341.152.848.802,118.279.788.455.442
11,4. Giá vốn hàng bán và dịch vụ cung cấp,30,(106.841.942.771.781),(95.759.175.291.712)
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,27.499.210.077.021,22.520.613.163.730
21,6. Doanh thu hoạt động tài chính,26.2,2.376.502.605.263,2.166.963.715.091
22,7. Chi phí tài chính,27,(1.188.465.609.510),(1.556.146.106.982)
23,- Trong đó: Chi phí lãi vay,,(1.137.236.129.748),(1.447.718.354.797)
24,8. Phần lỗ trong công ty liên doanh,18,(44.596.454.899),-
25,9. Chi phí bán hàng,"28, 30",(19.849.837.609.882),(20.916.710.755.306)
26,10. Chi phí quản lý doanh nghiệp,"28, 30",(3.565.767.583.102),(1.167.651.662.536)
30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,5.227.045.424.891,1.047.068.353.997
31,12. Thu nhập khác,,25.743.895.664,36.883.419.051
32,13. Chi phí khác,29,(427.026.307.477),(394.259.405.152)
40,14. Lỗ khác,,(401.282.411.813),(357.375.986.101)
50,15. Tổng lợi nhuận trước thuế,,4.825.763.013.078,689.692.367.896
51,16. Chi phí thuế TNDN hiện hành,31.1,(1.282.537.116.919),(433.257.176.515)
52,17. Thu nhập (chỉ phí) thuế TNDN hoãn lại,31.3,190.062.332.561,(88.606.036.442)
60,18. Lợi nhuận sau thuế TNDN,,3.733.288.228.720,167.829.154.939
61,19. Lợi nhuận sau thuế của công ty mẹ,,3.721.868.441.661,167.669.392.704
62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,11.419.787.059,159.762.235
70,21. Lãi cơ bản trên cổ phiếu,32,,115
71,22. Lãi suy giảm trên cổ phiếu,32,,115
