Mã số,Chỉ tiêu,Thuyết minh,Năm 2018,Năm 2017
01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,8.960.605.129.756,2.164.930.229.741
02,2. Các khoản giảm trừ doanh thu,VI.02,73.476.910.475,64.148.948.744
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,8.887.128.219.281,2.100.781.280.997
11,4. Giá vốn hàng bán,VI.03,7.818.406.057.159,1.850.835.745.513
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.068.722.162.122,249.945.535.484
21,6. Doanh thu hoạt động tài chính,VI.04,369.961.118.101,159.606.055.513
22,7. Chi phí tài chính,VI.05,266.797.763.176,63.786.280.653
23,Trong đó: Chi phí lãi vay,,172.119.010.419,65.056.070.580
24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,65.065.547.765,26.422.722.850
25,8. Chi phí bán hàng,VI.06,194.250.397.523,54.546.776.726
26,9. Chi phí quản lý doanh nghiệp,VI.06,191.801.701.086,137.645.982.330
30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,850.898.966.203,179.995.274.138
31,11. Thu nhập khác,VI.07,476.643.723.765,8.452.959.375
32,12. Chi phí khác,VI.08,12.008.412.636,2.733.026.519
40,13. Lợi nhuận khác,,464.635.311.129,5.719.932.856
50,14. Tổng lợi nhuận kế toán trước thuế,,1.315.534.277.332,185.715.206.994
51,15. Chi phí thuế TNDN hiện hành,VI.09,113.796.822.751,19.138.056.313
52,16. Chi phí thuế TNDN hoàn lại,VI.11,3.861.782.021,(1.158.921.755)
60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.197.875.672.560,167.736.072.436
61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,1.038.543.511.315,174.211.874.253
62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,159.332.161.245,(6.475.801.817)
70,20. Lãi cơ bản trên cổ phiếu,VI.12,4.293,792
71,21. Lãi suy giảm trên cổ phiếu,VI.13,4.293,792
