STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại,Tỷ lệ lợi ích tại
STT,Tên công ty,Thuyết minh,Hoạt động chính,31/12/2023,1/1/2023
24,"Công ty TNHH Một Thành viên Masan HG (""MHG"")",(i),Sản xuất thực phẩm tiện lợi và bao bì,"68,3%","68,3%"
25,"Công ty TNHH Masan HG 2 (""MH2"")",(i),"Sản xuất gia vị, thực phẩm tiện lợi, đồ uống và bao bì","68,3%","68,3%"
26,"Công ty Cổ phần Masan Jinju (""MSJ"")",(iii),Sản xuất và kinh doanh thực phẩm tiện lợi,"71,1%","71,1%"
27,"Công ty Cổ phần Nước khoáng Quảng Ninh (""QNW"")",(i),Sản xuất và kinh doanh đồ uống,"44,9%","44,9%"
28,"Công ty TNHH Masan HPC (""HPC"")",(i),Kinh doanh và phân phối,"68,3%","68,3%"
29,"Công ty Cổ phần Bột giặt Net (""NET"")",(i),Kinh doanh các sản phẩm gia dụng,"35,7%","35,7%"
30,"Công ty TNHH Masan Innovation (""INV"")",(i),Kinh doanh và phân phối,"68,3%","68,3%"
31,"Công ty TNHH Hi-Fresh (""HIF"")",(i),Kinh doanh và phân phối,"68,3%","68,3%"
32,"Công ty TNHH Giặt ủi Chuyên nghiệp Joints Pro (""JPR"")",(i),Dịch vụ giặt ủi,"68,3%","68,3%"
33,"Công ty TNHH Tầm nhìn Masan (trước đây là ""Công ty Cổ phần Tầm nhìn Masan"") (""MH"")",(ii),Tư vấn quản lý đầu tư,"100,0%","99,9%"
34,"Công ty TNHH Mapleleaf (""MPL"")",(ii),Tư vấn quản lý đầu tư,"99,9%","99,9%"
35,"Công ty Cổ phần Masan Blue (""MBL"")",(ii),Kinh doanh và phân phối,"99,8%","99,8%"
36,"Công ty Cổ phần Masan High-Tech Materials (""MHT"")",(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%"
37,"Công ty TNHH Một Thành viên Tài nguyên Masan Thái Nguyên (""MRTN"")",(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%"
