Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại)
01,1. Doanh thu bán hàng và cung cấp dịch vụ,30.1,34.054.968.884.836,27.726.701.600.235
02,2. Các khoản giảm trừ doanh thu,30.1,(7.002.571.734),(3.068.229.199)
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,30.1,34.047.966.313.102,27.723.633.371.036
11,4. Giá vốn hàng bán và dịch vụ cung cấp,31,(22.338.933.561.491),(17.284.911.479.916)
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,11.709.032.751.611,10.438.721.891.120
21,6. Doanh thu hoạt động tài chính,30.3,1.931.520.080.322,1.346.022.091.036
22,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,32,(3.282.074.915.976)(2.402.860.475.537),(3.491.052.587.060)(2.711.269.664.974)
23,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,32,(3.282.074.915.976)(2.402.860.475.537),(3.491.052.587.060)(2.711.269.664.974)
24,"8. Phần lãi/(lỗ) trong công ty liên doanh, liên kết",19.1,39.227.754.200,(8.770.659.254)
25,9. Chi phí bán hàng,33,(2.957.825.676.439),(739.332.476.177)
26,10. Chi phí quản lý doanh nghiệp,33,(3.922.773.154.112),(2.170.716.923.462)
30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,3.517.106.839.606,5.374.871.336.203
31,12. Thu nhập khác,34,283.039.374.788,241.964.963.890
32,13. Chi phí khác,34,(948.045.248.993),(207.155.661.595)
40,14. (Lỗ)/ lợi nhuận khác,34,(665.005.874.205),34.809.302.295
50,15. Tổng lợi nhuận kế toán trước thuế,,2.852.100.965.401,5.409.680.638.498
51,16. Chi phí thuế TNDN hiện hành,36,(1.424.642.826.631),(1.653.273.503.894)
52,17. Thu nhập thuế TNDN hoãn lại,36,74.017.304.681,19.638.606.879
60,18. Lợi nhuận sau thuế TNDN,,1.501.475.443.451,3.776.045.741.483
61,19. Lợi nhuận sau thuế của công ty mẹ,29.1,1.215.774.826.080,3.158.582.676.074
62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,29.1,285.700.617.371,617.463.065.409
