TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính
8,Công ty Cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,Công ty Sài Đồng,"100,00","69,31",Khu Đô thị Vinhomes Riverside(1),"Đầu tư, xây dựng và kinh doanh bất động sản"
9,Công ty Cổ phần Bất động sản Xavinco,Công ty Xavinco,"96,44","96,12","Số 191, Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
10,Công ty TNHH Xalivico,Công ty Xalivico,"74,00","71,13","Số 233, Đường Nguyễn Trải, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
11,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Thăng Long,Công ty BĐS Thăng Long,"73,00","69,93",Khu đô thị Vinhomes Riverside(1),"Đầu tư, xây dựng và kinh doanh bất động sản"
12,Công ty Cổ phần Trung tâm Hội chợ Triển lâm Việt Nam,Công ty Triển lâm Việt Nam,"87,97","86,54","Số 148, Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
13,Công ty TNHH Metropolis Hà Nội,Công ty Metropolis,"100,00","69,34","Lô đất HH, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
14,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44, Phố Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiểm, Thành phố Hà Nội, Việt Nam",Xuất bản sách
15,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cần Giờ,"99,89","69,18","Số 72, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
16,Công ty TNHH Phát triển Công viên Trung tâm,Công ty Công viên Trung tâm,"100,00","69,31","Phòng 900, tầng 9, tòa nhà IPH, số 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
17,Công ty Cổ phần Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00","69,26","Số 191, Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản"
