Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước
01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,1.387.177.733.770,841.847.867.438
02,2. Các khoản giảm trừ doanh thu,24.1,(8.677.878.248),(2.400.191.889)
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,1.378.499.855.522,839.447.675.549
11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(1.115.060.091.222),(662.882.819.719)
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,263.439.764.300,176.564.855.830
21,6. Doanh thu hoạt động tài chính,24.2,83.797.613.385,65.002.082.983
22,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,26,(72.193.585.614)(27.471.160.925),(49.912.426.159)(23.949.436.347)
23,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,26,(72.193.585.614)(27.471.160.925),(49.912.426.159)(23.949.436.347)
25,8. Chi phí bán hàng,27,(120.436.750.883),(71.462.842.553)
26,9. Chi phí quản lý doanh nghiệp,27,(84.642.639.352),(69.032.082.510)
30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,69.964.401.836,51.159.587.591
31,11. Thu nhập khác,28,1.902.335.134,5.446.771.016
32,12. Chi phí khác,28,(13.648.411.196),(1.594.193.314)
40,13. (Lỗ) lợi nhuận khác,28,(11.746.076.062),3.852.577.702
50,14. Tổng lợi nhuận trước thuế,,58.218.325.774,55.012.165.293
51,15. Chi phí thuế TNDN hiện hành,29.1,(19.249.883.181),(16.550.084.085)
52,16. Thu nhập thuế TNDN hoãn lại,29.3,1.733.828.890,1.297.103.009
60,17. Lợi nhuận sau thuế TNDN,,40.702.271.483,39.759.184.217
