,CHỈ TIÊU,Mã số,Năm nay,Năm trước
I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH
1.,Lợi nhuận trước thuế,01,1.601.938.537.417,2.305.204.152.097
2.,"Điều chỉnh cho các khoản:Khẩu hao tài sản cố định và bắt động sản đầu tư,hao mòn tài sản cố định vô hìnhCác khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ(Lãi) từ hoạt động đầu tưChi phí lãi vayCác khoản điều chỉnh khác",020304050607,3.055.912.469.29368.804.526.540(3.418.860.277)(12.256.413.073)348.457.380.117100.000.000.000,2.517.076.797.637112.836.261.3183.796.116.580(188.358.209.660)251.376.723.757118.500.000.000
3.,"Lợi nhuận từ hoạt động kinh doanh trướcthay đối vốn lưu độngThay đối các khoản phải thuThay đối hàng tồn khoThay đối các khoản phải trả (Không kể lãi vay phảitrã, thuế thu nhập doanh nghiệp phải nộp)Thay đối chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanhLưu chuyển tiền thuần từ hoạt độngkinh doanh",080910111214151720,5.159.437.640.017(128.672.575.794)(588.046.621.524)(1.081.213.723.809)16.815.470.574(350.433.415.430)(248.357.437.833)(75.857.613.678)2.703.671.722.523,5.120.431.841.729(481.350.003.802)(600.732.399.588)(846.983.792.423)10.791.599.533(249.376.685.930)(379.928.477.012)(98.492.262.584)2.474.359.819.923
II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ
1.,"Tiền chi mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",21,(3.569.292.880.271),(2.750.977.966.265)
2.,"Tiền thu thanh lý, nhượng bán TSCĐ vàcác tài sản dài hạn khác",22,1.972.133.962,7.166.070.008
3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(536.631.907.006),(895.329.730.089)
4.,"Tiền thu hồi cho vay, bán lại các công cụ nợcủa đơn vị khác",24,39.300.000.000,996.949.800.000
5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(57.242.361.262),(2.500.000.000)
6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,44.742.361.262,
7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuậnđược chiaLưu chuyển tiền thuần từ hoạt độngđầu tư",2730,311.468.038.277(3.765.684.615.038),122.134.619.599(2.522.557.206.747)
